"mixedUseAssessmentKey","provalLrsnId","realEstatePropertyCode","assessmentChangeReasonTypeDsc","mixedUseAssessmentDate","commercialLandAmt","commercialImprovementAmt","totalCommercialAmt","residentialLandAmt","residentialImprovementAmt","totalResidentialAmt"
"294","25815","15064001","","2010-01-01T00:00:00","367400","221200","588600","112000","70100","182100"
"295","25815","15064001","","2011-01-01T00:00:00","369400","235700","605100","110000","99600","209600"
"296","25815","15064001","","2012-01-01T00:00:00","359400","284800","644200","120000","112700","232700"
"297","25815","15064001","01- Annual","2013-01-01T00:00:00","359400","318100","677500","120000","95300","215300"
"298","25815","15064001","","2008-01-01T00:00:00","347400","303800","651200","132000","51400","183400"
"299","25815","15064001","","2009-01-01T00:00:00","347400","312000","659400","132000","83900","215900"
"300","25841","15066001","","2009-01-01T00:00:00","452400","424700","877100","132000","98500","230500"
"301","25841","15066001","","2008-01-01T00:00:00","452400","407700","860100","132000","59800","191800"
"302","25841","15066001","01- Annual","2013-01-01T00:00:00","464400","420400","884800","120000","104300","224300"
"303","25841","15066001","","2012-01-01T00:00:00","464400","387700","852100","120000","122900","242900"
"304","25841","15066001","","2011-01-01T00:00:00","474400","326000","800400","110000","109100","219100"
"305","25841","15066001","","2010-01-01T00:00:00","472400","323400","795800","112000","82500","194500"
"306","25841","15066001","01- Annual","2014-01-01T00:00:00","464400","437100","901500","120000","191300","311300"
"307","25841","15066001","01- Annual","2015-01-01T00:00:00","584400","317100","901500","0","316900","316900"
"308","25865","15067008","01- Annual","2015-01-01T00:00:00","560600","46200","606800","0","154600","154600"
"309","25865","15067008","01- Annual","2014-01-01T00:00:00","500600","68200","568800","60000","65300","125300"
"310","25865","15067008","","2010-01-01T00:00:00","504600","6100","510700","56000","43800","99800"
"311","25865","15067008","","2011-01-01T00:00:00","505600","20500","526100","55000","56900","111900"
"312","25865","15067008","","2012-01-01T00:00:00","500600","59500","560100","60000","61400","121400"
"313","25865","15067008","01- Annual","2013-01-01T00:00:00","500600","59500","560100","60000","65300","125300"
"314","25865","15067008","","2008-01-01T00:00:00","494600","48000","542600","66000","37700","103700"
"315","25865","15067008","","2009-01-01T00:00:00","494600","29300","523900","66000","46900","112900"
"316","25923","15070001","","2010-01-01T00:00:00","1480500","3893400","5373900","0","0","0"
"317","25996","15074008","","2010-01-01T00:00:00","27100","1029400","1056500","2311600","61292200","63603800"
"318","25996","15074008","","2012-01-01T00:00:00","33900","1688800","1722700","2899400","76248400","79147800"
"319","25996","15074008","","2011-01-01T00:00:00","31100","1395500","1426600","2485200","62575200","65060400"
"320","25996","15074008","","2009-01-01T00:00:00","33900","1247000","1280900","2724400","76490500","79214900"
"321","25996","15074008","","2008-01-01T00:00:00","33900","1293800","1327700","2724400","75149800","77874200"
"322","25996","15074008","01- Annual","2013-01-01T00:00:00","33900","1709800","1743700","2899400","11233800","14133200"
"323","25996","15074008","01- Annual","2014-01-01T00:00:00","33900","1863700","1897600","2899400","14075600","16975000"
"324","25996","15074008","01- Annual","2015-01-01T00:00:00","33900","1834500","1868400","3189400","14550400","17739800"
"325","25996","15074008","05- Review","2015-09-03T00:00:00","33900","1834500","1868400","3189400","14545500","17734900"
"326","25996","15074008","03- Board of Equalization","2016-09-19T00:00:00","33900","1862900","1896800","3355000","14651100","18006100"
"327","25996","15074008","01- Annual","2016-01-01T00:00:00","33900","1862900","1896800","3355000","14656500","18011500"
"328","25996","15074008","01- Annual","2018-01-01T00:00:00","33900","0","33900","3562100","0","3562100"
"329","25996","15074008","01- Annual","2017-01-01T00:00:00","33900","2262000","2295900","3562100","14549700","18111800"
"330","25997","15074009","01- Annual","2017-01-01T00:00:00","33900","0","33900","3562100","14549700","18111800"
"331","25997","15074009","01- Annual","2018-01-01T00:00:00","33900","0","33900","3562100","0","3562100"
"332","25997","15074009","01- Annual","2016-01-01T00:00:00","33900","0","33900","3355000","14656500","18011500"
"333","25997","15074009","03- Board of Equalization","2016-09-19T00:00:00","33900","0","33900","3355000","14651100","18006100"
"334","25997","15074009","05- Review","2015-09-03T00:00:00","33900","0","33900","3189400","14545500","17734900"
"335","25997","15074009","01- Annual","2015-01-01T00:00:00","33900","0","33900","3189400","14550400","17739800"
"336","25997","15074009","01- Annual","2014-01-01T00:00:00","33900","0","33900","2899400","14075600","16975000"
"337","25997","15074009","01- Annual","2013-01-01T00:00:00","33900","0","33900","2899400","11233800","14133200"
"338","25997","15074009","","2008-01-01T00:00:00","33900","0","33900","2724400","0","2724400"
"339","25997","15074009","","2009-01-01T00:00:00","33900","0","33900","2724400","0","2724400"
"340","25997","15074009","","2011-01-01T00:00:00","31100","0","31100","2485200","0","2485200"
"341","25997","15074009","","2012-01-01T00:00:00","33900","0","33900","2899400","0","2899400"
"342","25997","15074009","","2010-01-01T00:00:00","27100","0","27100","2311600","0","2311600"
"343","25998","15074010","","2010-01-01T00:00:00","20400","0","20400","1733700","0","1733700"
"344","25998","15074010","","2012-01-01T00:00:00","25400","0","25400","2174600","0","2174600"
"345","25998","15074010","","2011-01-01T00:00:00","23300","0","23300","1863900","0","1863900"
"346","25998","15074010","","2009-01-01T00:00:00","25400","0","25400","2043300","0","2043300"
"347","25998","15074010","","2008-01-01T00:00:00","25400","0","25400","2043300","0","2043300"
"348","25998","15074010","01- Annual","2013-01-01T00:00:00","25400","0","25400","2174600","8445300","10619900"
"349","25998","15074010","01- Annual","2014-01-01T00:00:00","25400","0","25400","2174600","10581600","12756200"
"350","25998","15074010","01- Annual","2015-01-01T00:00:00","25400","0","25400","2392000","10938600","13330600"
"351","25998","15074010","05- Review","2015-09-03T00:00:00","25400","0","25400","2392000","10934900","13326900"
"352","25998","15074010","03- Board of Equalization","2016-09-19T00:00:00","25400","0","25400","2516300","11014300","13530600"
"353","25998","15074010","01- Annual","2016-01-01T00:00:00","25400","0","25400","2516300","11018400","13534700"
"354","25998","15074010","01- Annual","2018-01-01T00:00:00","25400","0","25400","2671600","0","2671600"
"355","25998","15074010","01- Annual","2017-01-01T00:00:00","25400","0","25400","2671600","10938100","13609700"
"356","25999","15074011","01- Annual","2017-01-01T00:00:00","25700","0","25700","2695500","11041300","13736800"
"357","25999","15074011","01- Annual","2018-01-01T00:00:00","25700","0","25700","2695500","0","2695500"
"358","25999","15074011","01- Annual","2016-01-01T00:00:00","25700","0","25700","2538700","11122300","13661000"
"359","25999","15074011","03- Board of Equalization","2016-09-19T00:00:00","25700","0","25700","2538700","11118200","13656900"
"360","25999","15074011","05- Review","2015-09-03T00:00:00","25700","0","25700","2413400","11038000","13451400"
"361","25999","15074011","01- Annual","2015-01-01T00:00:00","25700","0","25700","2413400","11041800","13455200"
"362","25999","15074011","01- Annual","2014-01-01T00:00:00","25700","0","25700","2194000","10681500","12875500"
"363","25999","15074011","01- Annual","2013-01-01T00:00:00","25700","0","25700","2194000","8524900","10718900"
"364","25999","15074011","","2008-01-01T00:00:00","25700","0","25700","2061500","0","2061500"
"365","25999","15074011","","2009-01-01T00:00:00","25700","0","25700","2061500","0","2061500"
"366","25999","15074011","","2011-01-01T00:00:00","23500","0","23500","1880600","0","1880600"
"367","25999","15074011","","2012-01-01T00:00:00","25700","0","25700","2194000","0","2194000"
"368","25999","15074011","","2010-01-01T00:00:00","20500","0","20500","1749200","0","1749200"
"369","26000","15074012","","2010-01-01T00:00:00","13700","0","13700","1166100","0","1166100"
"370","26000","15074012","","2012-01-01T00:00:00","17100","0","17100","1462700","0","1462700"
"371","26000","15074012","","2011-01-01T00:00:00","15700","0","15700","1253700","0","1253700"
"372","26000","15074012","","2009-01-01T00:00:00","17100","0","17100","1374400","0","1374400"
"373","26000","15074012","","2008-01-01T00:00:00","17100","0","17100","1374400","0","1374400"
"374","26000","15074012","01- Annual","2013-01-01T00:00:00","17100","0","17100","1462700","5656700","7119400"
"375","26000","15074012","01- Annual","2014-01-01T00:00:00","17100","0","17100","1462700","7087700","8550400"
"376","26000","15074012","01- Annual","2015-01-01T00:00:00","17100","0","17100","1608900","7326800","8935700"
"377","26000","15074012","05- Review","2015-09-03T00:00:00","17100","0","17100","1608900","7324300","8933200"
"378","26000","15074012","03- Board of Equalization","2016-09-19T00:00:00","17100","0","17100","1692500","7377500","9070000"
"379","26000","15074012","01- Annual","2016-01-01T00:00:00","17100","0","17100","1692500","7380200","9072700"
"380","26000","15074012","01- Annual","2018-01-01T00:00:00","17100","0","17100","1797000","0","1797000"
"381","26000","15074012","01- Annual","2017-01-01T00:00:00","17100","0","17100","1797000","7326500","9123500"
"382","26001","15074013","01- Annual","2017-01-01T00:00:00","17100","0","17100","1797000","7326500","9123500"
"383","26001","15074013","01- Annual","2018-01-01T00:00:00","17100","0","17100","1797000","0","1797000"
"384","26001","15074013","01- Annual","2016-01-01T00:00:00","17100","0","17100","1692500","7380200","9072700"
"385","26001","15074013","03- Board of Equalization","2016-09-19T00:00:00","17100","0","17100","1692500","7377500","9070000"
"386","26001","15074013","05- Review","2015-09-03T00:00:00","17100","0","17100","1608900","7324300","8933200"
"387","26001","15074013","01- Annual","2015-01-01T00:00:00","17100","0","17100","1608900","7326800","8935700"
"388","26001","15074013","01- Annual","2014-01-01T00:00:00","17100","0","17100","1462700","7087700","8550400"
"389","26001","15074013","01- Annual","2013-01-01T00:00:00","17100","0","17100","1462700","5656700","7119400"
"390","26001","15074013","","2008-01-01T00:00:00","17100","0","17100","1374400","0","1374400"
"391","26001","15074013","","2009-01-01T00:00:00","17100","0","17100","1374400","0","1374400"
"392","26001","15074013","","2011-01-01T00:00:00","15700","0","15700","1253700","0","1253700"
"393","26001","15074013","","2012-01-01T00:00:00","17100","0","17100","1462700","0","1462700"
"394","26001","15074013","","2010-01-01T00:00:00","13700","0","13700","1166100","0","1166100"
"395","26002","15074014","","2010-01-01T00:00:00","13700","0","13700","1166100","0","1166100"
"396","26002","15074014","","2012-01-01T00:00:00","17100","0","17100","1462700","0","1462700"
"397","26002","15074014","","2011-01-01T00:00:00","15700","0","15700","1253700","0","1253700"
"398","26002","15074014","","2009-01-01T00:00:00","17100","0","17100","1374400","0","1374400"
"399","26002","15074014","","2008-01-01T00:00:00","17100","0","17100","1374400","0","1374400"
"400","26002","15074014","01- Annual","2013-01-01T00:00:00","17100","0","17100","1462700","5656700","7119400"
"401","26002","15074014","01- Annual","2014-01-01T00:00:00","17100","0","17100","1462700","7087700","8550400"
"402","26002","15074014","01- Annual","2015-01-01T00:00:00","17100","0","17100","1608900","7326800","8935700"
"403","26002","15074014","05- Review","2015-09-03T00:00:00","17100","0","17100","1608900","7324300","8933200"
"404","26002","15074014","03- Board of Equalization","2016-09-19T00:00:00","17100","0","17100","1692500","7377500","9070000"
"405","26002","15074014","01- Annual","2016-01-01T00:00:00","17100","0","17100","1692500","7380200","9072700"
"406","26002","15074014","01- Annual","2018-01-01T00:00:00","17100","0","17100","1797000","0","1797000"
"407","26002","15074014","01- Annual","2017-01-01T00:00:00","17100","0","17100","1797000","7326500","9123500"
"408","26003","15074015","01- Annual","2017-01-01T00:00:00","8600","0","8600","898500","3714800","4613300"
"409","26003","15074015","01- Annual","2018-01-01T00:00:00","8600","0","8600","898500","0","898500"
"410","26003","15074015","01- Annual","2016-01-01T00:00:00","8600","0","8600","846200","3742100","4588300"
"411","26003","15074015","03- Board of Equalization","2016-09-19T00:00:00","8600","0","8600","846200","3740700","4586900"
"412","26003","15074015","05- Review","2015-09-03T00:00:00","8600","0","8600","804500","3713700","4518200"
"413","26003","15074015","01- Annual","2015-01-01T00:00:00","8600","0","8600","804500","3715000","4519500"
"414","26003","15074015","01- Annual","2014-01-01T00:00:00","8600","0","8600","731300","3593800","4325100"
"415","26003","15074015","01- Annual","2013-01-01T00:00:00","8600","0","8600","731300","2868200","3599500"
"416","26003","15074015","","2008-01-01T00:00:00","8600","0","8600","687200","0","687200"
"417","26003","15074015","","2009-01-01T00:00:00","8600","0","8600","687200","0","687200"
"418","26003","15074015","","2011-01-01T00:00:00","7800","0","7800","626900","0","626900"
"419","26003","15074015","","2012-01-01T00:00:00","8600","0","8600","731300","0","731300"
