"","RegionID","postal_code","City","State","Metro","CountyName","SizeRank","time","rentprice","month","year","YearMonth","imp"
"21117.2010-11",66785,"21117","Owings Mills","MD","Baltimore","Baltimore",222,2010-11-01,1596,11,"2010",Nov 2010,0
"92109.2010-11",96651,"92109","San Diego","CA","San Diego","San Diego",223,2010-11-01,2742,11,"2010",Nov 2010,0
"60628.2010-11",84629,"60628","Chicago","IL","Chicago","Cook",224,2010-11-01,1210,11,"2010",Nov 2010,0
"10457.2010-11",61797,"10457","New York","NY","New York","Bronx",225,2010-11-01,NA,11,"2010",Nov 2010,0
"34787.2010-11",73221,"34787","Winter Garden","FL","Orlando","Orange",226,2010-11-01,1373,11,"2010",Nov 2010,0
"77450.2010-11",91941,"77450","Cinco Ranch","TX","Houston","Fort Bend",227,2010-11-01,1669,11,"2010",Nov 2010,0
"92101.2010-11",96643,"92101","San Diego","CA","San Diego","San Diego",228,2010-11-01,2153,11,"2010",Nov 2010,0
"32822.2010-11",72247,"32822","Orlando","FL","Orlando","Orange",229,2010-11-01,894,11,"2010",Nov 2010,0
"30318.2010-11",71038,"30318","Atlanta","GA","Atlanta","Fulton",230,2010-11-01,1082,11,"2010",Nov 2010,0
"30080.2010-11",70859,"30080","Smyrna","GA","Atlanta","Cobb",231,2010-11-01,1198,11,"2010",Nov 2010,0
"07093.2010-11",60599,"07093","West New York","NJ","New York","Hudson",232,2010-11-01,1943,11,"2010",Nov 2010,0
"60626.2010-11",84628,"60626","Chicago","IL","Chicago","Cook",233,2010-11-01,1446,11,"2010",Nov 2010,0
"90004.2010-11",95985,"90004","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",234,2010-11-01,2494,11,"2010",Nov 2010,0
"28078.2010-11",69699,"28078","Huntersville","NC","Charlotte","Mecklenburg",235,2010-11-01,1340,11,"2010",Nov 2010,0
"10027.2010-11",61641,"10027","New York","NY","New York","New York",236,2010-11-01,NA,11,"2010",Nov 2010,0
"34135.2010-11",73014,"34135","Bonita Springs","FL","Fort Myers","Lee",237,2010-11-01,1624,11,"2010",Nov 2010,0
"90706.2010-11",96208,"90706","Bellflower","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",238,2010-11-01,1963,11,"2010",Nov 2010,0
"48103.2010-11",78975,"48103","Ann Arbor","MI","Ann Arbor","Washtenaw",239,2010-11-01,1560,11,"2010",Nov 2010,0
"30062.2010-11",70842,"30062","Marietta","GA","Atlanta","Cobb",240,2010-11-01,1488,11,"2010",Nov 2010,0
"33186.2010-11",72488,"33186","The Crossings","FL","Miami-Fort Lauderdale","Miami-Dade",241,2010-11-01,1598,11,"2010",Nov 2010,0
"30052.2010-11",70835,"30052","Loganville","GA","Atlanta","Gwinnett",242,2010-11-01,1200,11,"2010",Nov 2010,0
"30041.2010-11",70826,"30041","Cumming","GA","Atlanta","Forsyth",243,2010-11-01,1664,11,"2010",Nov 2010,0
"75217.2010-11",90769,"75217","Dallas","TX","Dallas-Fort Worth","Dallas",244,2010-11-01,811,11,"2010",Nov 2010,0
"33012.2010-11",72350,"33012","Hialeah","FL","Miami-Fort Lauderdale","Miami-Dade",245,2010-11-01,1379,11,"2010",Nov 2010,0
"30331.2010-11",71050,"30331","Atlanta","GA","Atlanta","Fulton",246,2010-11-01,1148,11,"2010",Nov 2010,0
"11372.2010-11",62084,"11372","New York","NY","New York","Queens",247,2010-11-01,NA,11,"2010",Nov 2010,0
"32256.2010-11",71902,"32256","Jacksonville","FL","Jacksonville","Duval",248,2010-11-01,1090,11,"2010",Nov 2010,0
"34711.2010-11",73183,"34711","Clermont","FL","Orlando","Lake",249,2010-11-01,1345,11,"2010",Nov 2010,0
"60649.2010-11",84647,"60649","Chicago","IL","Chicago","Cook",250,2010-11-01,1261,11,"2010",Nov 2010,0
"27834.2010-11",69533,"27834","Greenville","NC","Greenville","Pitt",251,2010-11-01,849,11,"2010",Nov 2010,0
"92335.2010-11",96816,"92335","Fontana","CA","Riverside","San Bernardino",252,2010-11-01,1447,11,"2010",Nov 2010,0
"37130.2010-11",74187,"37130","Murfreesboro","TN","Nashville","Rutherford",253,2010-11-01,974,11,"2010",Nov 2010,0
"23454.2010-11",67722,"23454","Virginia Beach","VA","Virginia Beach","Virginia Beach City",254,2010-11-01,1490,11,"2010",Nov 2010,0
"38401.2010-11",74815,"38401","Columbia","TN","Nashville","Maury",255,2010-11-01,950,11,"2010",Nov 2010,0
"92021.2010-11",96590,"92021","El Cajon","CA","San Diego","San Diego",256,2010-11-01,1804,11,"2010",Nov 2010,0
"48185.2010-11",79044,"48185","Westland","MI","Detroit","Wayne",257,2010-11-01,1011,11,"2010",Nov 2010,0
"93065.2010-11",97118,"93065","Simi Valley","CA","Ventura","Ventura",258,2010-11-01,2287,11,"2010",Nov 2010,0
"91342.2010-11",96368,"91342","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",259,2010-11-01,2083,11,"2010",Nov 2010,0
"44130.2010-11",77030,"44130","Parma Heights","OH","Cleveland","Cuyahoga",260,2010-11-01,1160,11,"2010",Nov 2010,0
"95747.2010-11",98411,"95747","Roseville","CA","Sacramento","Placer",261,2010-11-01,1759,11,"2010",Nov 2010,0
"32218.2010-11",71871,"32218","Jacksonville","FL","Jacksonville","Duval",262,2010-11-01,1100,11,"2010",Nov 2010,0
"95123.2010-11",97991,"95123","San Jose","CA","San Jose","Santa Clara",263,2010-11-01,2366,11,"2010",Nov 2010,0
"43026.2010-11",76471,"43026","Hilliard","OH","Columbus","Franklin",264,2010-11-01,1201,11,"2010",Nov 2010,0
"20019.2010-11",66142,"20019","Washington","DC","Washington","District of Columbia",265,2010-11-01,1760,11,"2010",Nov 2010,0
"22193.2010-11",67182,"22193","Woodbridge","VA","Washington","Prince William",266,2010-11-01,1593,11,"2010",Nov 2010,0
"80634.2010-11",93490,"80634","Greeley","CO","Greeley","Weld",267,2010-11-01,NA,11,"2010",Nov 2010,0
"02155.2010-11",58666,"02155","Medford","MA","Boston","Middlesex",268,2010-11-01,1955,11,"2010",Nov 2010,0
"92627.2010-11",96959,"92627","Costa Mesa","CA","Los Angeles-Long Beach-Anaheim","Orange",269,2010-11-01,2324,11,"2010",Nov 2010,0
"33311.2010-11",72530,"33311","Fort Lauderdale","FL","Miami-Fort Lauderdale","Broward",270,2010-11-01,1239,11,"2010",Nov 2010,0
"85705.2010-11",95043,"85705","Tucson","AZ","Tucson","Pima",271,2010-11-01,865,11,"2010",Nov 2010,0
"20878.2010-11",66683,"20878","Gaithersburg","MD","Washington","Montgomery",272,2010-11-01,2384,11,"2010",Nov 2010,0
"22304.2010-11",67222,"22304","Alexandria","VA","Washington","Alexandria City",273,2010-11-01,1831,11,"2010",Nov 2010,0
"30022.2010-11",70808,"30022","Johns Creek","GA","Atlanta","Fulton",274,2010-11-01,1833,11,"2010",Nov 2010,0
"27858.2010-11",69555,"27858","Greenville","NC","Greenville","Pitt",275,2010-11-01,982,11,"2010",Nov 2010,0
"23666.2010-11",67787,"23666","Hampton","VA","Virginia Beach","Hampton City",276,2010-11-01,1201,11,"2010",Nov 2010,0
"02360.2010-11",58743,"02360","Plymouth","MA","Boston","Plymouth",277,2010-11-01,1463,11,"2010",Nov 2010,0
"33064.2010-11",72393,"33064","Pompano Beach","FL","Miami-Fort Lauderdale","Broward",278,2010-11-01,1236,11,"2010",Nov 2010,0
"20001.2010-11",66125,"20001","Washington","DC","Washington","District of Columbia",279,2010-11-01,2294,11,"2010",Nov 2010,0
"29072.2010-11",70294,"29072","Lexington","SC","Columbia","Lexington",280,2010-11-01,1227,11,"2010",Nov 2010,0
"11218.2010-11",62029,"11218","New York","NY","New York","Kings",281,2010-11-01,NA,11,"2010",Nov 2010,0
"33027.2010-11",72365,"33027","Miramar","FL","Miami-Fort Lauderdale","Broward",282,2010-11-01,1796,11,"2010",Nov 2010,0
"89052.2010-11",95785,"89052","Henderson","NV","Las Vegas","Clark",283,2010-11-01,1778,11,"2010",Nov 2010,0
"90011.2010-11",95992,"90011","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",284,2010-11-01,1604,11,"2010",Nov 2010,0
"75206.2010-11",90759,"75206","Dallas","TX","Dallas-Fort Worth","Dallas",285,2010-11-01,1408,11,"2010",Nov 2010,0
"11223.2010-11",62034,"11223","New York","NY","New York","Kings",286,2010-11-01,NA,11,"2010",Nov 2010,0
"32174.2010-11",71837,"32174","Ormond Beach","FL","Daytona Beach","Volusia",287,2010-11-01,1343,11,"2010",Nov 2010,0
"33063.2010-11",72392,"33063","Margate","FL","Miami-Fort Lauderdale","Broward",288,2010-11-01,1194,11,"2010",Nov 2010,0
"87121.2010-11",95315,"87121","Albuquerque","NM","Albuquerque","Bernalillo",289,2010-11-01,NA,11,"2010",Nov 2010,0
"43701.2010-11",76796,"43701","Zanesville","OH","Zanesville","Muskingum",290,2010-11-01,NA,11,"2010",Nov 2010,0
"90025.2010-11",96006,"90025","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",291,2010-11-01,2709,11,"2010",Nov 2010,0
"72401.2010-11",89528,"72401","Jonesboro","AR","Jonesboro","Craighead",292,2010-11-01,789,11,"2010",Nov 2010,0
"10021.2010-11",61635,"10021","New York","NY","New York","New York",293,2010-11-01,NA,11,"2010",Nov 2010,0
"90027.2010-11",96008,"90027","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",294,2010-11-01,2881,11,"2010",Nov 2010,0
"10701.2010-11",61895,"10701","Yonkers","NY","New York","Westchester",295,2010-11-01,NA,11,"2010",Nov 2010,0
"58103.2010-11",83519,"58103","Fargo","ND","Fargo","Cass",296,2010-11-01,NA,11,"2010",Nov 2010,0
"44077.2010-11",76983,"44077","Painesville","OH","Cleveland","Lake",297,2010-11-01,1086,11,"2010",Nov 2010,0
"75035.2010-11",90638,"75035","Frisco","TX","Dallas-Fort Worth","Collin",298,2010-11-01,1696,11,"2010",Nov 2010,0
"08831.2010-11",61200,"08831","Monroe","NJ","New York","Middlesex",299,2010-11-01,1857,11,"2010",Nov 2010,0
"77082.2010-11",91731,"77082","Houston","TX","Houston","Harris",300,2010-11-01,1280,11,"2010",Nov 2010,0
"34953.2010-11",73233,"34953","Port Saint Lucie","FL","Port St. Lucie","Saint Lucie",301,2010-11-01,1100,11,"2010",Nov 2010,0
"94544.2010-11",97751,"94544","Hayward","CA","San Francisco","Alameda",302,2010-11-01,1892,11,"2010",Nov 2010,0
"19124.2010-11",65791,"19124","Philadelphia","PA","Philadelphia","Philadelphia",303,2010-11-01,890,11,"2010",Nov 2010,0
"78641.2010-11",92576,"78641","Leander","TX","Austin","Williamson",304,2010-11-01,1241,11,"2010",Nov 2010,0
"60616.2010-11",84618,"60616","Chicago","IL","Chicago","Cook",305,2010-11-01,1682,11,"2010",Nov 2010,0
"97402.2010-11",99252,"97402","Eugene","OR","Eugene","Lane",306,2010-11-01,992,11,"2010",Nov 2010,0
"43228.2010-11",76595,"43228","Columbus","OH","Columbus","Franklin",307,2010-11-01,849,11,"2010",Nov 2010,0
"33313.2010-11",72532,"33313","Lauderhill","FL","Miami-Fort Lauderdale","Broward",308,2010-11-01,999,11,"2010",Nov 2010,0
"75150.2010-11",90727,"75150","Mesquite","TX","Dallas-Fort Worth","Dallas",309,2010-11-01,1075,11,"2010",Nov 2010,0
"95051.2010-11",97952,"95051","Santa Clara","CA","San Jose","Santa Clara",310,2010-11-01,2357,11,"2010",Nov 2010,0
"20147.2010-11",66242,"20147","Ashburn","VA","Washington","Loudoun",311,2010-11-01,2187,11,"2010",Nov 2010,0
"55901.2010-11",82474,"55901","Rochester","MN","Rochester","Olmsted",312,2010-11-01,1139,11,"2010",Nov 2010,0
"23452.2010-11",67720,"23452","Virginia Beach","VA","Virginia Beach","Virginia Beach City",313,2010-11-01,1379,11,"2010",Nov 2010,0
"91710.2010-11",96468,"91710","Chino","CA","Riverside","San Bernardino",314,2010-11-01,1828,11,"2010",Nov 2010,0
"91335.2010-11",96364,"91335","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",315,2010-11-01,2081,11,"2010",Nov 2010,0
"35242.2010-11",73409,"35242","Hoover","AL","Birmingham","Jefferson",316,2010-11-01,1647,11,"2010",Nov 2010,0
"30127.2010-11",70904,"30127","Powder Springs","GA","Atlanta","Cobb",317,2010-11-01,1190,11,"2010",Nov 2010,0
"71913.2010-11",89249,"71913","Hot Springs","AR","Hot Springs","Garland",318,2010-11-01,NA,11,"2010",Nov 2010,0
"90731.2010-11",96221,"90731","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",319,2010-11-01,2047,11,"2010",Nov 2010,0
"29730.2010-11",70696,"29730","Rock Hill","SC","Charlotte","York",320,2010-11-01,958,11,"2010",Nov 2010,0
"80015.2010-11",93205,"80015","Centennial","CO","Denver","Arapahoe",321,2010-11-01,1363,11,"2010",Nov 2010,0
"32225.2010-11",71878,"32225","Jacksonville","FL","Jacksonville","Duval",322,2010-11-01,1197,11,"2010",Nov 2010,0
"95687.2010-11",98378,"95687","Vacaville","CA","Vallejo","Solano",323,2010-11-01,1636,11,"2010",Nov 2010,0
"27713.2010-11",69497,"27713","Durham","NC","Durham","Durham",324,2010-11-01,1197,11,"2010",Nov 2010,0
"77840.2010-11",92120,"77840","College Station","TX","College Station","Brazos",325,2010-11-01,NA,11,"2010",Nov 2010,0
"30004.2010-11",70791,"30004","Milton","GA","Atlanta","Fulton",326,2010-11-01,1806,11,"2010",Nov 2010,0
"43068.2010-11",76501,"43068","Reynoldsburg","OH","Columbus","Franklin",327,2010-11-01,1105,11,"2010",Nov 2010,0
"93550.2010-11",97328,"93550","Palmdale","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",328,2010-11-01,1588,11,"2010",Nov 2010,0
"11208.2010-11",62019,"11208","New York","NY","New York","Kings",329,2010-11-01,NA,11,"2010",Nov 2010,0
"89123.2010-11",95819,"89123","Las Vegas","NV","Las Vegas","Clark",330,2010-11-01,1241,11,"2010",Nov 2010,0
"94509.2010-11",97717,"94509","Antioch","CA","San Francisco","Contra Costa",331,2010-11-01,1596,11,"2010",Nov 2010,0
"80525.2010-11",93449,"80525","Fort Collins","CO","Fort Collins","Larimer",332,2010-11-01,1358,11,"2010",Nov 2010,0
"78501.2010-11",92474,"78501","McAllen","TX","McAllen","Hidalgo",333,2010-11-01,1008,11,"2010",Nov 2010,0
"48823.2010-11",79398,"48823","East Lansing","MI","Lansing","Ingham",334,2010-11-01,NA,11,"2010",Nov 2010,0
"63123.2010-11",85941,"63123","Affton","MO","St. Louis","Saint Louis",335,2010-11-01,1101,11,"2010",Nov 2010,0
"40601.2010-11",75755,"40601","Frankfort","KY","Frankfort","Franklin",336,2010-11-01,994,11,"2010",Nov 2010,0
"21215.2010-11",66825,"21215","Baltimore","MD","Baltimore","Baltimore City",337,2010-11-01,1153,11,"2010",Nov 2010,0
"29464.2010-11",70496,"29464","Mount Pleasant","SC","Charleston","Charleston",338,2010-11-01,1673,11,"2010",Nov 2010,0
"60622.2010-11",84624,"60622","Chicago","IL","Chicago","Cook",339,2010-11-01,1850,11,"2010",Nov 2010,0
"07087.2010-11",60594,"07087","Union City","NJ","New York","Hudson",340,2010-11-01,1849,11,"2010",Nov 2010,0
"32828.2010-11",72252,"32828","Orlando","FL","Orlando","Orange",341,2010-11-01,1402,11,"2010",Nov 2010,0
"77057.2010-11",91706,"77057","Houston","TX","Houston","Harris",342,2010-11-01,1449,11,"2010",Nov 2010,0
"23451.2010-11",67719,"23451","Virginia Beach","VA","Virginia Beach","Virginia Beach City",343,2010-11-01,1685,11,"2010",Nov 2010,0
"23223.2010-11",67598,"23223","Richmond","VA","Richmond","Richmond City",344,2010-11-01,892,11,"2010",Nov 2010,0
"60615.2010-11",84617,"60615","Chicago","IL","Chicago","Cook",345,2010-11-01,1413,11,"2010",Nov 2010,0
"42101.2010-11",76231,"42101","Bowling Green","KY","Bowling Green","Warren",346,2010-11-01,846,11,"2010",Nov 2010,0
"45601.2010-11",77698,"45601","Chillicothe","OH","Chillicothe","Ross",347,2010-11-01,825,11,"2010",Nov 2010,0
"30135.2010-11",70909,"30135","Douglasville","GA","Atlanta","Douglas",348,2010-11-01,1184,11,"2010",Nov 2010,0
"27284.2010-11",69275,"27284","Kernersville","NC","Winston-Salem","Forsyth",349,2010-11-01,1077,11,"2010",Nov 2010,0
"19446.2010-11",65933,"19446","Lansdale","PA","Philadelphia","Montgomery",350,2010-11-01,1675,11,"2010",Nov 2010,0
"14221.2010-11",63478,"14221","Amherst","NY","Buffalo","Erie",351,2010-11-01,1634,11,"2010",Nov 2010,0
"98115.2010-11",99575,"98115","Seattle","WA","Seattle","King",352,2010-11-01,1909,11,"2010",Nov 2010,0
"60641.2010-11",84641,"60641","Chicago","IL","Chicago","Cook",353,2010-11-01,1565,11,"2010",Nov 2010,0
"94122.2010-11",97576,"94122","San Francisco","CA","San Francisco","San Francisco",354,2010-11-01,3252,11,"2010",Nov 2010,0
"93727.2010-11",97435,"93727","Fresno","CA","Fresno","Fresno",355,2010-11-01,1323,11,"2010",Nov 2010,0
"76116.2010-11",91261,"76116","Fort Worth","TX","Dallas-Fort Worth","Tarrant",356,2010-11-01,1120,11,"2010",Nov 2010,0
"21122.2010-11",66787,"21122","Pasadena","MD","Baltimore","Anne Arundel",357,2010-11-01,1763,11,"2010",Nov 2010,0
"93536.2010-11",97319,"93536","Lancaster","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",358,2010-11-01,1932,11,"2010",Nov 2010,0
"93535.2010-11",97318,"93535","Lancaster","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",359,2010-11-01,1578,11,"2010",Nov 2010,0
"85251.2010-11",94843,"85251","Scottsdale","AZ","Phoenix","Maricopa",360,2010-11-01,1286,11,"2010",Nov 2010,0
"60453.2010-11",84504,"60453","Oak Lawn","IL","Chicago","Cook",361,2010-11-01,1507,11,"2010",Nov 2010,0
"33319.2010-11",72538,"33319","Lauderhill","FL","Miami-Fort Lauderdale","Broward",362,2010-11-01,1083,11,"2010",Nov 2010,0
"78249.2010-11",92345,"78249","San Antonio","TX","San Antonio","Bexar",363,2010-11-01,1224,11,"2010",Nov 2010,0
"19020.2010-11",65701,"19020","Bensalem","PA","Philadelphia","Bucks",364,2010-11-01,1585,11,"2010",Nov 2010,0
"33321.2010-11",72540,"33321","Tamarac","FL","Miami-Fort Lauderdale","Broward",365,2010-11-01,1234,11,"2010",Nov 2010,0
"02301.2010-11",58710,"02301","Brockton","MA","Boston","Plymouth",366,2010-11-01,1402,11,"2010",Nov 2010,0
"95758.2010-11",98413,"95758","Elk Grove","CA","Sacramento","Sacramento",367,2010-11-01,1480,11,"2010",Nov 2010,0
"60660.2010-11",84656,"60660","Chicago","IL","Chicago","Cook",368,2010-11-01,1472,11,"2010",Nov 2010,0
"93306.2010-11",97222,"93306","Bakersfield","CA","Bakersfield","Kern",369,2010-11-01,1184,11,"2010",Nov 2010,0
"11225.2010-11",62036,"11225","New York","NY","New York","Kings",370,2010-11-01,NA,11,"2010",Nov 2010,0
"73160.2010-11",89982,"73160","Moore","OK","Oklahoma City","Cleveland",371,2010-11-01,967,11,"2010",Nov 2010,0
"14580.2010-11",63615,"14580","Webster","NY","Rochester","Monroe",372,2010-11-01,1057,11,"2010",Nov 2010,0
"19720.2010-11",66043,"19720","New Castle","DE","Philadelphia","New Castle",373,2010-11-01,1204,11,"2010",Nov 2010,0
"89031.2010-11",95770,"89031","North Las Vegas","NV","Las Vegas","Clark",374,2010-11-01,1194,11,"2010",Nov 2010,0
"93257.2010-11",97189,"93257","Porterville","CA","Visalia","Tulare",375,2010-11-01,1207,11,"2010",Nov 2010,0
"19120.2010-11",65787,"19120","Philadelphia","PA","Philadelphia","Philadelphia",376,2010-11-01,902,11,"2010",Nov 2010,0
"27707.2010-11",69491,"27707","Durham","NC","Durham","Durham",377,2010-11-01,1173,11,"2010",Nov 2010,0
"11204.2010-11",62015,"11204","New York","NY","New York","Kings",378,2010-11-01,NA,11,"2010",Nov 2010,0
"93307.2010-11",97223,"93307","Bakersfield","CA","Bakersfield","Kern",379,2010-11-01,1031,11,"2010",Nov 2010,0
"33467.2010-11",72626,"33467","Greenacres","FL","Miami-Fort Lauderdale","Palm Beach",380,2010-11-01,1799,11,"2010",Nov 2010,0
"22204.2010-11",67189,"22204","Arlington","VA","Washington","Arlington",381,2010-11-01,2175,11,"2010",Nov 2010,0
"20874.2010-11",66679,"20874","Germantown","MD","Washington","Montgomery",382,2010-11-01,1699,11,"2010",Nov 2010,0
"37128.2010-11",74185,"37128","Murfreesboro","TN","Nashville","Rutherford",383,2010-11-01,1185,11,"2010",Nov 2010,0
"93309.2010-11",97225,"93309","Bakersfield","CA","Bakersfield","Kern",384,2010-11-01,1183,11,"2010",Nov 2010,0
"95035.2010-11",97940,"95035","Milpitas","CA","San Jose","Santa Clara",385,2010-11-01,2361,11,"2010",Nov 2010,0
"10032.2010-11",61646,"10032","New York","NY","New York","New York",386,2010-11-01,NA,11,"2010",Nov 2010,0
"31419.2010-11",71532,"31419","Savannah","GA","Savannah","Chatham",387,2010-11-01,1166,11,"2010",Nov 2010,0
"66061.2010-11",87073,"66061","Olathe","KS","Kansas City","Johnson",388,2010-11-01,1188,11,"2010",Nov 2010,0
"11219.2010-11",62030,"11219","New York","NY","New York","Kings",389,2010-11-01,NA,11,"2010",Nov 2010,0
"21222.2010-11",66832,"21222","Dundalk","MD","Baltimore","Baltimore",390,2010-11-01,1265,11,"2010",Nov 2010,0
"60056.2010-11",84317,"60056","Mount Prospect","IL","Chicago","Cook",391,2010-11-01,1655,11,"2010",Nov 2010,0
"27703.2010-11",69487,"27703","Durham","NC","Durham","Durham",392,2010-11-01,1083,11,"2010",Nov 2010,0
"85282.2010-11",94871,"85282","Tempe","AZ","Phoenix","Maricopa",393,2010-11-01,1191,11,"2010",Nov 2010,0
"29223.2010-11",70377,"29223","Columbia","SC","Columbia","Richland",394,2010-11-01,996,11,"2010",Nov 2010,0
"93230.2010-11",97167,"93230","Hanford","CA","Hanford","Kings",395,2010-11-01,1286,11,"2010",Nov 2010,0
"72712.2010-11",89712,"72712","Bentonville","AR","Fayetteville","Benton",396,2010-11-01,1069,11,"2010",Nov 2010,0
"29445.2010-11",70482,"29445","Goose Creek","SC","Charleston","Berkeley",397,2010-11-01,1045,11,"2010",Nov 2010,0
"75043.2010-11",90645,"75043","Garland","TX","Dallas-Fort Worth","Dallas",398,2010-11-01,1198,11,"2010",Nov 2010,0
"33157.2010-11",72460,"33157","Village of Palmetto Bay","FL","Miami-Fort Lauderdale","Miami-Dade",399,2010-11-01,1599,11,"2010",Nov 2010,0
"90802.2010-11",96236,"90802","Long Beach","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",400,2010-11-01,1543,11,"2010",Nov 2010,0
"94538.2010-11",97745,"94538","Fremont","CA","San Francisco","Alameda",401,2010-11-01,2019,11,"2010",Nov 2010,0
